Vehicle ID,Time (s),Vehicle Type,Vehicle Length (m),Vehicle Width (m),Longitudinal Position (m),Lateral Position (m),Longitudinal Speed (m/s),Lateral Speed (m/s),Wahoo Speed (m/s),Longitudinal Acceleration (m/s^2),Lateral Acceleration (m/s^2),Flag 1,Flag 2,Cadence (rpm),Bicycle Turn Angle (degree),Direction of the Vehicle (same side/opposite side),Vehicle 1 ID,Vehicle 1 Length,Vehicle 1 Width,Vehicle 1 Longitudinal Position,Vehicle 1 Latitudinal Position,Vehicle 1 Longitudinal Speed (m/s),Vehicle 1 Latitudinal Speed (m/s),Vehicle 1 Longitudinal Acceleration,Vehicle 1 Latitudinal Acceleration,Vehicle 2 ID,Vehicle 2 Length,Vehicle 2 Width,Vehicle 2 Longitudinal Position,Vehicle 2 Latitudinal Position,Vehicle 2 Longitudinal Speed (m/s),Vehicle 2 Latitudinal Speed (m/s),Vehicle 2 Longitudinal Acceleration,Vehicle 2 Latitudinal Acceleration,Vehicle 3 ID,Vehicle 3 Length,Vehicle 3 Width,Vehicle 3 Longitudinal Position,Vehicle 3 Latitudinal Position,Vehicle 3 Longitudinal Speed (m/s),Vehicle 3 Latitudinal Speed (m/s),Vehicle 3 Longitudinal Acceleration,Vehicle 3 Latitudinal Acceleration
1,29-01-2025 21:24:12:682,1,2.2,0.6,-373.5077,-6.058105,-1697.89792067707,-27.5390461364391,0,-7717.10049503904,-125.167469719069,NoLane,0,0,0,same lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
1,29-01-2025 21:24:12:765,1,2.2,0.6,-373.5077,-6.058105,0,2.16761503527173E-06,0,0,9.85200750765927E-06,NoLane,0,0,0,same lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
1,29-01-2025 21:24:12:990,1,2.2,0.6,-373.5077,-6.058105,0,0,0,0,0,NoLane,0,0,0,same lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
1,29-01-2025 21:24:13:203,1,2.2,0.6,-373.5075,-6.058105,0.000693636717323383,0,0,0.00315264154830509,0,NoLane,0,0,0,opposite traffic lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
1,29-01-2025 21:24:13:422,1,2.2,0.6,-373.5068,-6.058105,0.00319072889968756,0,0,0.0145021511222034,0,NoLane,0,0,0,opposite traffic lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
1,29-01-2025 21:24:13:640,1,2.2,0.6,-373.5056,-6.058105,0.00568782416405806,0,0,0.0258516887121036,0,NoLane,0,0,0,opposite traffic lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
1,29-01-2025 21:24:13:847,1,2.2,0.6,-373.5039,-6.058105,0.00824040330877225,0,0,0.0411987108236715,0,NoLane,0,0,0,opposite traffic lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
1,29-01-2025 21:24:14:58,1,2.2,0.6,-373.5016,-6.058105,0.0106820054467801,0,0,0.0485506798438983,0,NoLane,0,0,0,opposite traffic lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
1,29-01-2025 21:24:14:277,1,2.2,0.6,-373.499,-6.058105,0.0116531031653872,0,0,0.0529644354101635,0,NoLane,0,0,0,opposite traffic lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
1,29-01-2025 21:24:14:507,1,2.2,0.6,-373.4964,-6.058105,0.0116530905366853,0,0,0.0529643206129807,0,NoLane,0,0,0,opposite traffic lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
1,29-01-2025 21:24:14:723,1,2.2,0.6,-373.4953,-6.058105,0.00499418977703507,0,0,0.0226990683466692,0,NoLane,0,0,0,opposite traffic lane,2,2.1,0.8,0,0,0,0,0,0,3,9.5,3,0,0,0,0,0,0,4,9.5,3,0,0,0,0,0,0
